Boxer,Date,Venue,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,ESPN,HBO,FOX,TopRank,GoldenBoy,RDS,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"Partida, Hugo",2015.12.18,Fantasy Springs,12000,9.42675453891029,125.4,27.9999999999968,21,6,16,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0
"Diaz, Joseph Jnr.",2015.12.18,Fantasy Springs,25000,10.1607237139905,126,23.0794520547945,18,0,10,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0
"Dixon, Evincii",2015.12.18,Fantasy Springs,3750,8.26360372910461,147,24.4961187214612,6,12,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0
"Tucker, Deartie",2015.12.18,Fantasy Springs,1800,7.52963455402441,146,30.3294520547945,2,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0
"Dinong, Jonathan",2015.12.18,Fantasy Springs,1500,7.34731299723045,146.6,23.162785388128,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0
"Washington, Tommy Jnr.",2015.12.18,Fantasy Springs,3000,8.0404601777904,259,29.2461187214612,6,7,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0
"Bellows, Lanell V.",2016.02.16,Sam's Hotel,8000,9.00847421910926,169.8,30.25,14,1,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0
"Miller, Ladarius R.",2016.02.16,Sam's Hotel,5000,8.53847058986353,137,22.5833333333335,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Newman, Kevin II",2016.02.16,Sam's Hotel,4000,8.31532703854932,164,24.2445205479453,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Heraldez, Juan G.",2016.02.16,Sam's Hotel,5000,8.53847058986353,143,25.5833333333335,9,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Mate, Adam",2016.02.16,Sam's Hotel,4000,8.31532703854932,140,25.0833333333335,19,7,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Holifield, Charvis B.",2016.02.16,Sam's Hotel,5000,8.53847058986353,143.8,31.2390410958872,4,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Lee, Maurice C.",2016.02.16,Sam's Hotel,4000,8.31532703854932,142.2,23.9166666666667,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Rivas, Ronald",2016.02.16,Sam's Hotel,3500,8.18179564592479,140,29.4166666666667,3,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Pettis, Tra-Kwon",2016.02.16,Sam's Hotel,3000,8.02764496609754,137.4,20.3333333333335,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Thompson, Lionell L.",2016.02.16,Sam's Hotel,10000,9.23161777042347,177.8,30.5833333333335,16,3,10,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0
"Parker, Paul L.",2016.02.16,Sam's Hotel,10000,9.23161777042347,178.5,31,7,1,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0
"Santiago, Alexis I.",2016.02.16,Sam's Hotel,15000,9.63708287853164,120,25.4166666666667,20,3,8,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0
"Ruiz, Erik",2016.02.16,Sam's Hotel,15000,9.63708287853164,119.4,23.9166666666667,15,4,6,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0
"Ramirez, Gilberto DJ",2016.04.09,MGM Arena,140000,11.8706751000387,168,24.8333333333333,33,0,24,1,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Khusnulgatin, Ilshat",2016.04.09,MGM Arena,4000,8.31532703854932,167,25.8333333333333,12,1,6,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0
"Bradley, Timothy",2016.04.09,MGM Arena,4000000,15.2230823175315,146.5,32.6666666666665,33,1,13,0,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Pacquiao, Emmanuel",2016.04.09,MGM Arena,7000000,15.7826981054669,145.5,37.3700913242008,57,6,38,0,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Kavaliauskas, Egidijus",2016.04.09,MGM Arena,7500,8.94393569797169,146.5,27.8333333333333,12,0,11,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0
"Mohammedi, Nadjib",2016.04.09,MGM Arena,30000,10.3302300590916,171,31.0833333333333,37,4,23,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Gvozdyk, Oleksandr",2016.04.09,MGM Arena,12500,9.45476132173768,174.5,29,9,0,7,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Valdez, Oscar R.",2016.04.09,MGM Arena,100000,11.5342028634175,125.5,25.356392694064,18,0,16,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Gradovich, Evgeny",2016.04.09,MGM Arena,100000,11.5342028634175,126,29.6666666666665,21,1,9,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Haney, Devin",2016.04.09,MGM Arena,3000,8.02764496609754,137.5,17.4166666666665,4,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Vazquez, Rafael J.",2016.04.09,MGM Arena,2000,7.62217985798937,132.5,25.5,2,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Ramirez, Jose C.",2016.04.09,MGM Arena,75000,11.2465207909657,138,23.6666666666665,16,0,12,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Perez, Manuel S.",2016.04.09,MGM Arena,34000,10.4553932020456,137.5,31.9166666666665,25,11,6,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Ponomarev, Konstantin",2016.04.09,MGM Arena,32500,10.4102727667651,147,23.5,29,0,13,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Solomon, Brad E.",2016.04.09,MGM Arena,35000,10.4843807389188,147,32.9166666666665,26,0,9,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Moreno, Randy",2016.04.16,LVDEC,1000,6.92903267742943,129,20.4139269406392,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Bartlemay, Derick",2016.04.16,LVDEC,1100,7.02434285723375,132,30.6666666666665,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Van Heerden, Christopher",2016.04.16,LVDEC,10000,9.23161777042347,147,28.8333333333333,23,2,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Claggett, Stephen J.",2016.04.16,LVDEC,8000,9.00847421910926,147,26.8333333333333,23,3,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Nichols, Jeremy R.",2016.04.16,LVDEC,1000,6.92903267742943,147,26,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Lopez, Salvador",2016.04.16,LVDEC,1000,6.92903267742943,129.5,22,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Murphy, Matthew",2016.04.16,LVDEC,1200,7.11135423422338,134.5,23.75,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Macias, Neeco",2016.04.16,LVDEC,4500,8.4331100742057,152,25,11,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Cano, Pablo C.",2016.05.06,Toshiba Plaza,15000,9.63708287853164,146.4,26.5833333333335,29,4,21,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"Sanchez, Alan L.",2016.05.06,Toshiba Plaza,3000,8.02764496609754,147,25.25,17,3,9,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"Gonzalez, Joet",2016.05.06,Toshiba Plaza,5000,8.53847058986353,125.6,22.5833333333335,12,0,6,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0
"Garcia, Horacio",2016.05.06,Toshiba Plaza,20000,9.92476495098342,121.8,25.9166666666667,30,1,22,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"Ruiz, Erik",2016.05.06,Toshiba Plaza,10000,9.23161777042347,122.4,24.1666666666667,15,5,6,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"Petrov, Petr",2016.05.06,Toshiba Plaza,25000,10.1479085022976,134.4,33.1666666666667,36,4,17,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Quintero, Marvin J.",2016.05.06,Toshiba Plaza,20000,9.92476495098342,136.2,29.417808219175,28,6,24,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"Rocha, Alexis",2016.05.06,Toshiba Plaza,4000,8.31532703854932,147.6,18.8333333333335,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0
"Alvarez, Saul C.",2016.05.07,T-Mobile Arena,3500000,15.0895509249069,155,25.8333333333335,46,1,32,1,1,0,1,0,0,1,12,0,0,0,0,0,0,0,1,0
"Khan, Amir",2016.05.07,T-Mobile Arena,2000000,14.5299351369715,155,29.4780821917777,31,3,19,1,1,0,1,0,0,1,12,0,0,0,0,0,0,0,1,0
"Lopez, Marco A.",2016.05.07,T-Mobile Arena,4000,8.31532703854932,148.5,29,25,8,16,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0
"Gomez, Frankie",2016.05.07,T-Mobile Arena,90000,11.4288423477597,146,24.25,20,0,13,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Herrera, Mauricio",2016.05.07,T-Mobile Arena,175000,12.0938186513529,145.5,36,22,5,7,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Quigley, Jason R.",2016.05.07,T-Mobile Arena,20000,9.92476495098342,160,25,10,0,9,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"De La Rosa, James",2016.05.07,T-Mobile Arena,20000,9.92476495098342,162,28.5,23,3,13,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0
"De La Hoya, Diego",2016.05.07,T-Mobile Arena,30000,10.3302300590916,122,21.75,14,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0
"Santomauro, Rocco",2016.05.07,T-Mobile Arena,10000,9.23161777042347,121,28.4890410958872,13,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0
"Tapia, Glen",2016.05.07,T-Mobile Arena,150000,11.9396679715257,159.5,26.4698630136986,23,2,15,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Lemieux, David",2016.05.07,T-Mobile Arena,200000,12.2273500439775,160,27.439726027394,34,3,31,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Teixeira, Patrick",2016.05.07,T-Mobile Arena,50000,10.8410556828576,159,25.486301369863,26,0,22,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Stevens, Curtis",2016.05.07,T-Mobile Arena,65000,11.1034199473251,160,31.1666666666667,27,5,20,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,0
"Holifield, Charvis B.",2016.05.13,Sam's Hotel,5000,8.53847058986353,143.2,31.4890410958872,5,1,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Miller, Ladarius R.",2016.05.13,Sam's Hotel,5000,8.53847058986353,137,22.8333333333335,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Gavril, Ronald",2016.05.13,Sam's Hotel,25000,10.1479085022976,166.6,29.8333333333335,15,1,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Hunter, Michael",2016.05.13,Sam's Hotel,10000,9.23161777042347,193.8,27.8333333333335,11,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Thomas, Isiah A.",2016.05.13,Sam's Hotel,21000,9.97355511515285,200,27.3333333333335,15,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Lee, Maurice C.",2016.05.13,Sam's Hotel,5000,8.53847058986353,144.2,24.1666666666667,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Santana, Samuel",2016.05.13,Sam's Hotel,4000,8.31532703854932,144.2,31.25,7,10,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Mahmood, Ahmed",2016.05.13,Sam's Hotel,3500,8.18179564592479,124.2,21.0833333333335,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Rakhmanov, Sanjarbek",2016.05.13,Sam's Hotel,6000,8.72079214665748,142.8,26.6666666666667,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Olvera, Alfonso L.",2016.05.13,Sam's Hotel,7000,8.87494282648474,141.6,26.4424657534214,7,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Newman, Kevin II",2016.05.13,Sam's Hotel,4000,8.31532703854932,163.6,24.4945205479453,5,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Umarzoda, Azamat",2016.05.13,Sam's Hotel,4000,8.31532703854932,163.4,29.8333333333335,2,9,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Tabiti, Andrew",2016.05.13,Sam's Hotel,40000,10.6179121315434,193.8,26.6666666666667,12,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Bellows, Lanell V.",2016.05.21,CosmoLV,8000,9.00847421910926,169,30.5,15,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Sigmon, Scott C.",2016.05.21,CosmoLV,15000,9.63708287853164,169.4,29.1666666666667,26,8,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Charlo, Jermell",2016.05.21,CosmoLV,250000,12.4504935952917,153.8,26,27,0,12,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Jackson, John A.",2016.05.21,CosmoLV,175000,12.0938186513529,153.5,27.3333333333335,20,2,15,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Charlo, Jermall",2016.05.21,CosmoLV,500000,13.1436407758516,153.2,26,23,0,18,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Trout, Austin",2016.05.21,CosmoLV,300000,12.6328151520856,154,30.6666666666667,30,2,17,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Flores, Benjamin J.",2016.05.21,CosmoLV,20000,9.92476495098342,224.5,37.3333333333335,31,2,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Martirosyan, Vanes N.",2016.05.21,CosmoLV,400000,12.9204972245374,153.8,30,36,2,21,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Lara, Erislandy",2016.05.21,CosmoLV,700000,13.4801130124728,153.5,33.0833333333335,22,2,13,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Pettis, Tra-Kwon",2016.05.21,CosmoLV,3500,8.18179564592479,136,20.5833333333335,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Rodriguez, Mohamed",2016.05.21,CosmoLV,3000,8.02764496609754,137.8,19,6,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Shumenov, Beibut",2016.05.21,CosmoLV,25000,10.1479085022976,199,32.75,16,2,10,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
"Cochran, Jerren",2016.05.21,DLVEC,3200,8.09218348723511,122,25.8333333333335,11,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Lopez, Antonio",2016.05.21,DLVEC,3200,8.09218348723511,122,22.3333333333335,10,1,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Magomedov, Arif",2016.05.21,DLVEC,12000,9.41393932721743,160,23.75,17,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Hernandez, Andrew",2016.05.21,DLVEC,13500,9.53172236287381,160,30.4205479452023,11,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Haney, Devin",2016.05.21,DLVEC,3000,8.02764496609754,133,17.5,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Nichols, Jeremy R.",2016.05.21,DLVEC,1000,6.92903267742943,147,26.0833333333335,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Vera, John Jnr",2016.05.21,DLVEC,5000,8.53847058986353,154,27.6666666666667,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Allen, Damon",2016.05.25,Ray Dolby,2500,7.84532340930358,134,23.6666666666667,9,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0
"Tanajara, Hector F. Jnr",2016.05.25,Ray Dolby,6000,8.72079214665748,132,19.4643835616439,5,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0
"Valerio, Edgar",2016.05.25,Ray Dolby,4000,8.31532703854932,129,21.8333333333335,6,0,4,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0
"Salazar, Alexis",2016.05.25,Ray Dolby,1500,7.33449778553759,155,20.8333333333335,11,3,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0
"Velasquez, Hector",2016.05.25,Ray Dolby,1500,7.33449778553759,150.4,41.1666666666667,57,27,39,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0
"Gutierrez, Jesus A.",2016.06.10,DLVEC,10000,9.23161777042347,134.1,27.5449771689466,14,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Brock, Demond",2016.06.10,DLVEC,7500,8.94393569797169,135,35.25,11,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Garza, Rolando",2016.06.10,DLVEC,2500,7.84532340930358,155,24.1666666666667,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Ornelas, Max",2016.06.10,DLVEC,1000,6.92903267742943,117.5,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Rice, Jonathan",2016.06.10,DLVEC,2000,7.62217985798937,259,29.3333333333333,3,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Nichols, Jeremy R.",2016.06.10,DLVEC,1000,6.92903267742943,145.5,26.1666666666667,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Gallegos, Jose L.",2016.06.11,Atlantis Hotel,1320,7.20666441402771,127,21.4166666666667,3,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Busuioc, Rafael I.",2016.06.11,Atlantis Hotel,1309,7.19829616435719,131,27.5203196346999,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Murphy, Matthew",2016.06.11,Atlantis Hotel,1000,6.92903267742943,136,23.9166666666667,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Bartlemay, Derick",2016.06.11,Atlantis Hotel,1000,6.92903267742943,135.5,30.8333333333333,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"E-Njani, Mulapi",2016.06.11,Atlantis Hotel,1200,7.11135423422338,118,29.25,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Vasquez, Oscar R.",2016.06.11,Atlantis Hotel,2212,7.72292976108951,112,28.9166666666667,9,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Lapizco, Francisco J.",2016.06.11,Atlantis Hotel,3500,8.18179564592479,111,21.0833333333333,7,3,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Benavidez, Jose L.",2016.07.23,MGM Arena,50000,10.8410556828576,146.5,24.1666666666665,24,0,16,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Santana, Francisco",2016.07.23,MGM Arena,50000,10.8410556828576,148,30.1666666666665,24,4,12,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Postol, Viktor",2016.07.23,MGM Arena,250000,12.4504935952917,139.5,32.5,28,0,12,2,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Crawford, Terence",2016.07.23,MGM Arena,1300000,14.0991522208791,140,28.8333333333333,28,0,20,2,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Gvozdyk, Oleksandr",2016.07.23,MGM Arena,30000,10.3302300590916,175,29.25,10,0,8,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0
"Nelson, Steven C.",2016.07.23,MGM Arena,3000,8.02764496609754,171,28.0833333333333,2,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Zappavigna, Leonardo",2016.07.23,MGM Arena,35000,10.4843807389188,143,28.75,34,2,24,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Murata, Ryota",2016.07.23,MGM Arena,25000,10.1479085022976,161,30.5,10,0,7,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Valdez, Oscar R.",2016.07.23,MGM Arena,140000,11.8706751000387,126,25.606392694064,19,0,17,1,1,0,1,0,1,0,12,0,0,0,0,0,0,0,1,0
"Vasquez, Santos",2016.08.27,Churchill Fairgrounds,1000,6.92903267742943,108,25.5833333333335,2,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Felix, Jose Jnr.",2016.08.27,Churchill Fairgrounds,15000,9.63708287853164,137.6,24.25,33,1,25,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Frankel, Robert A.",2016.08.27,Churchill Fairgrounds,15000,9.63708287853164,137.6,36.1666666666667,34,16,7,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Lopez, Sergio R.",2016.08.27,Churchill Fairgrounds,1000,6.92903267742943,120.4,25.4166666666667,2,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Marriaga, Miguel",2016.08.27,Churchill Fairgrounds,8000,9.00847421910926,126,29.8333333333335,23,1,19,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Robb, Guy Lee",2016.08.27,Churchill Fairgrounds,15000,9.63708287853164,126,27.5,18,1,8,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"Moreno, Pedro",2016.08.27,Churchill Fairgrounds,1500,7.33449778553759,134.8,19,3,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Vazquez, Rafael J.",2016.08.27,Churchill Fairgrounds,1500,7.33449778553759,134.8,25.8333333333335,2,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
"Nichols, Jeremy R.",2016.09.09,DLVEC,1240,7.14414405704637,147,26.4166666666667,5,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Robles, Emmanuel",2016.09.09,DLVEC,7500,8.94393569797169,140,28.5,15,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Claggett, Stephen J.",2016.09.09,DLVEC,7500,8.94393569797169,140,27.25,23,4,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Garza, Rolando",2016.09.09,DLVEC,5500,8.63378076966785,154,24.4166666666667,9,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Macias, Neeco",2016.09.09,DLVEC,8000,9.00847421910926,153.5,25.4166666666667,12,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Moreno, Randy",2016.09.09,DLVEC,1000,6.92903267742943,129,20.8305936073059,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Ornelas, Max",2016.09.09,DLVEC,1000,6.92903267742943,118,18.25,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Quiroz, Jonathan",2016.09.09,DLVEC,1200,7.11135423422338,118,22.8223744292236,6,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Miller, Ladarius R.",2016.09.16,CosmoLV,5000,8.53847058986353,137.2,23.1666666666667,10,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Bogere, Sharif",2016.09.16,CosmoLV,20000,9.92476495098342,134.5,27.9166666666667,28,1,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"DeLoach, Justin L.",2016.09.16,CosmoLV,12500,9.45476132173768,152.4,22.5833333333333,15,1,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Dolton, Domonique",2016.09.16,CosmoLV,10000,9.23161777042347,154,26.8333333333333,17,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Bellows, Lanell V.",2016.09.16,CosmoLV,8000,9.00847421910926,170.2,30.8333333333333,16,1,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Perez, DeCarlo Jose",2016.09.16,CosmoLV,8000,9.00847421910926,168.5,25.5833333333333,15,5,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Santiago, Alexis I.",2016.09.16,CosmoLV,20000,9.92476495098342,120.6,26,21,3,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Cayetano, Jose",2016.09.16,CosmoLV,5000,8.53847058986353,121,29.4166666666667,19,4,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Love, J'Leon",2016.09.16,CosmoLV,20000,9.92476495098342,169,29,22,1,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Johnson, Dashon A.",2016.09.16,CosmoLV,15000,9.63708287853164,165.5,28.6666666666667,21,19,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Galarza, Frank",2016.09.16,CosmoLV,19000,9.87347165659587,154.25,31.0833333333333,17,1,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Smith, Ishe O.",2016.09.16,CosmoLV,75000,11.2465207909657,157.4,38.1666666666667,28,8,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
"Rakhmanov, Sanjarbek",2016.09.16,CosmoLV,6000,8.72079214665748,144,27,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Hawthorne, Marquis D.",2016.09.16,CosmoLV,4000,8.31532703854932,144,25.25,4,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"Thompson, Lionell L.",2016.09.16,CosmoLV,7500,8.94393569797169,177.5,31.1666666666667,16,4,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"George, Donovan",2016.09.16,CosmoLV,10000,9.23161777042347,178,31.8333333333333,25,5,22,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Heraldez, Juan G.",2016.09.16,CosmoLV,7500,8.94393569797169,143,26.1666666666667,10,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"Moreno, Randy",2016.09.30,DLVEC,1000,6.92903267742943,134,20.8305936073059,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"Ornelas, Max",2016.09.30,DLVEC,1000,6.92903267742943,118,18.25,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"E-Njani, Mulapi",2016.09.30,DLVEC,1200,7.11135423422338,116.5,29.5,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
